Candidate_Location,Distance_From_Job_Location (km),Cost_of_Living_Area,Current_Role,Seniority_Level,Experience_Years,Current_Salary (INR),Expected_Salary (INR),Education_Qualification,Relevant_Skills,Certifications,Notice_Period (Days),Planned_Leaves,Shift_Preference,Service_Bond_Acceptance,Work_Mode_Preference,Current_Company_Name,Current_Company_Industry,Current_Company_Brand_Perception,Job_Hopping_History (Years),Technology_Fit,Offered_Salary (INR),Salary_Difference (INR),Salary_Competitiveness,Offered_Position_Level,Offered_Job_Role,Job_Location,Relocation_Required,Benefits_Package,Career_Growth_Opportunities,Job_Security,Offer_Company_Brand_Value,Offer_Validity_Date,Offer_Letter_Clarity,Expected Joining Score (1-1000)
Bangalore,27,Low,Analyst,Mid-Level,12,1075024,1849991,Bachelor's Degree,"C++, Algorithms",Google Cloud Certified,10,2,Night,No,Remote,Cognizant,Retail,Negative,3,Low,1583750,27140,Above Average,Mid-Level,Developer,Delhi,Yes,Stock Options,Moderate,Weak,High,2025-01-09 14:11:33.008200,Ambiguous,128.79166666666666
Kolkata,19,Low,Software Engineer,Lead,12,1669277,2245219,Bachelor's Degree,"AWS, Docker, Kubernetes",Google Cloud Certified,53,1,Flexible,No,Hybrid,TCS,Retail,Negative,7,Low,2992214,274814,Above Average,Lead,Team Lead,Madanapalle,Yes,Stock Options,Limited,Stable,Low,2024-12-25 14:11:33.008200,Ambiguous,201.74046666666666
Chennai,37,Medium,Project Manager,Senior-Level,12,1628263,1559662,Diploma,"Java, Spring Boot",Google Cloud Certified,86,0,Night,No,Offline,Accenture,Consulting,Neutral,5,High,1992023,308663,Average,Entry-Level,Manager,Darbhanga,No,Health Insurance,Excellent,Stable,Moderate,2025-01-03 14:11:33.008200,Ambiguous,352.40076666666664
Pune,29,Low,Data Scientist,Senior-Level,9,730634,1374250,Bachelor's Degree,"JavaScript, React",PMP,44,3,Night,No,Hybrid,Infosys,Banking,Negative,4,Moderate,522366,54512,Average,Entry-Level,Data Analyst,Pune,Yes,Health Insurance,Limited,Stable,Low,2024-12-29 14:11:33.008200,Ambiguous,99.4122
Bangalore,21,High,Software Engineer,Senior-Level,4,1049971,824528,Bachelor's Degree,"Java, Spring Boot",Scrum Master,22,12,Day,Yes,Hybrid,Cognizant,Retail,Positive,3,Moderate,2693316,461027,Average,Entry-Level,Data Analyst,Madanapalle,No,Stock Options,Excellent,Strong,Low,2025-01-15 14:11:33.008200,Ambiguous,447.7772
Kolkata,37,Low,Project Manager,Senior-Level,8,796507,1288403,Master's Degree,"Java, Spring Boot",None,27,7,Day,Yes,Hybrid,HCL,Retail,Negative,3,Moderate,1192644,113565,Below Average,Senior-Level,Team Lead,Delhi,Yes,Health Insurance,Moderate,Strong,High,2025-01-24 14:11:33.008200,Ambiguous,175.7548
Delhi,6,Medium,Software Engineer,Entry-Level,9,1331008,1012181,Bachelor's Degree,"Python, SQL, ML",Google Cloud Certified,56,12,Flexible,Yes,Remote,Accenture,Healthcare,Negative,3,High,1939152,155763,Average,Mid-Level,Developer,Madanapalle,No,Flexible Hours,Limited,Stable,High,2025-01-20 14:11:33.008200,Ambiguous,342.6384
Darbhanga,18,Medium,Software Engineer,Senior-Level,4,1758516,2050824,Master's Degree,"JavaScript, React",Google Cloud Certified,25,2,Flexible,No,Hybrid,HCL,IT Services,Neutral,8,Moderate,1223837,377300,Below Average,Senior-Level,Team Lead,Bangalore,Yes,Flexible Hours,Excellent,Strong,Moderate,2024-12-13 14:11:33.008200,Clear,254.79456666666667
Madanapalle,44,Medium,Data Scientist,Mid-Level,5,565972,2319396,Master's Degree,"Java, Spring Boot",Scrum Master,24,13,Night,Yes,Hybrid,Cognizant,Banking,Negative,3,High,792776,175334,Above Average,Lead,Manager,Chennai,Yes,Stock Options,Moderate,Strong,Moderate,2025-01-16 14:11:33.008200,Ambiguous,148.42586666666665
Darbhanga,44,Medium,Consultant,Mid-Level,14,1465232,1471177,Bachelor's Degree,"C++, Algorithms",Google Cloud Certified,53,0,Day,No,Hybrid,Cognizant,IT Services,Neutral,8,Moderate,1787781,195964,Below Average,Senior-Level,Data Analyst,Mumbai,No,Flexible Hours,Excellent,Weak,High,2024-12-18 14:11:33.008200,Clear,291.59270000000004
Chennai,43,Medium,Consultant,Entry-Level,8,1365663,1435811,Diploma,"Java, Spring Boot",PMP,28,3,Flexible,No,Remote,Infosys,Banking,Neutral,9,Low,756440,35595,Below Average,Mid-Level,Developer,Bangalore,Yes,Stock Options,Limited,Stable,High,2024-12-20 14:11:33.008200,Clear,79.21466666666666
Munger,10,Low,Software Engineer,Mid-Level,12,1642057,539227,Diploma,"C++, Algorithms",PMP,82,8,Flexible,No,Hybrid,TCS,Retail,Positive,5,High,1241618,198279,Average,Senior-Level,Manager,Delhi,Yes,Flexible Hours,Limited,Stable,Low,2025-01-21 14:11:33.008200,Clear,161.38726666666668
Madanapalle,10,Low,Analyst,Mid-Level,10,436554,2173055,PhD,"Python, SQL, ML",Google Cloud Certified,35,12,Flexible,Yes,Hybrid,HCL,Healthcare,Positive,9,Moderate,1361743,256661,Above Average,Entry-Level,Team Lead,Madanapalle,No,Stock Options,Limited,Strong,Low,2024-12-21 14:11:33.008200,Clear,355.39143333333334
Mumbai,7,Low,Project Manager,Senior-Level,14,785757,1398555,PhD,"Java, Spring Boot",Scrum Master,13,0,Night,Yes,Offline,Infosys,IT Services,Positive,6,Low,2196929,174512,Above Average,Lead,Data Analyst,Bangalore,Yes,Flexible Hours,Limited,Stable,Moderate,2024-12-09 14:11:33.008200,Ambiguous,199.23096666666666
Delhi,11,Low,Analyst,Mid-Level,6,482024,1092137,Bachelor's Degree,"AWS, Docker, Kubernetes",Scrum Master,77,11,Day,Yes,Remote,Accenture,Retail,Positive,9,Low,934820,280774,Average,Lead,Team Lead,Chennai,Yes,Flexible Hours,Moderate,Stable,Moderate,2024-12-21 14:11:33.008200,Ambiguous,179.16066666666666
Mumbai,12,Medium,Analyst,Entry-Level,12,1485111,681854,Diploma,"Python, SQL, ML",Scrum Master,34,13,Flexible,No,Hybrid,TCS,Banking,Neutral,2,Low,2707278,434466,Above Average,Entry-Level,Developer,Darbhanga,No,Health Insurance,Excellent,Stable,High,2024-12-30 14:11:33.008200,Clear,426.2426
Bangalore,46,High,Software Engineer,Senior-Level,7,1067524,1079892,Master's Degree,"C++, Algorithms",AWS Certified,29,10,Day,Yes,Offline,Infosys,IT Services,Negative,7,High,1389516,497550,Above Average,Entry-Level,Developer,Bangalore,No,Health Insurance,Moderate,Strong,Moderate,2025-01-21 14:11:33.008200,Clear,314.3172
Madanapalle,19,Low,Software Engineer,Lead,3,1943312,2101591,PhD,"Python, SQL, ML",Google Cloud Certified,16,1,Flexible,No,Remote,HCL,IT Services,Positive,2,High,1435340,270300,Above Average,Entry-Level,Developer,Pune,No,Health Insurance,Limited,Strong,Low,2024-12-14 14:11:33.008200,Clear,339.8446666666667
Mumbai,33,High,Software Engineer,Senior-Level,7,1877512,2384681,Master's Degree,"Java, Spring Boot",Scrum Master,66,8,Flexible,Yes,Remote,Cognizant,Retail,Positive,0,Moderate,503021,249644,Average,Mid-Level,Developer,Darbhanga,No,Health Insurance,Excellent,Strong,High,2024-12-11 14:11:33.008200,Ambiguous,350.7673666666667
Mumbai,37,Low,Software Engineer,Entry-Level,12,1741296,2036091,PhD,"JavaScript, React",PMP,79,1,Day,Yes,Remote,Accenture,IT Services,Positive,9,Low,2411562,239820,Above Average,Senior-Level,Developer,Delhi,No,Health Insurance,Limited,Weak,Low,2024-12-10 14:11:33.008200,Clear,256.3854
Kolkata,34,Low,Consultant,Senior-Level,14,595767,1060327,Bachelor's Degree,"JavaScript, React",None,29,12,Day,No,Remote,HCL,Healthcare,Negative,4,Moderate,400209,379605,Below Average,Lead,Team Lead,Darbhanga,Yes,Health Insurance,Moderate,Stable,High,2024-12-20 14:11:33.008200,Clear,115.3403
Darbhanga,43,High,Software Engineer,Senior-Level,8,1800948,2057153,Diploma,"C++, Algorithms",None,44,2,Day,No,Remote,TCS,Healthcare,Positive,1,Moderate,622071,218590,Below Average,Senior-Level,Developer,Madanapalle,No,Stock Options,Moderate,Weak,High,2024-12-22 14:11:33.008200,Ambiguous,214.7357
